date	SBER	SBERP	GAZP	LKOH	MGNT	SNGS	SNGSP	GMKN	ROSN	VTBR	TATNP	TRNFP	MTSS	ALRS	MOEX	CHMF	POLY	BANE	BANEP	AFKS	RTKMP	NLMK	HYDR	PHOR	MFON	PIKK	URKA	FEES	AFLT	MAGN	RUAL	UPRO	LSRG	MVID	LNTA	AGRO	DIXY	RSTI	NKNC	CBOM	VSMO	GCHE	MICEX	MIACR	USDCB	USDTOD
11.12.2013	100,65	80,98	137,04	2002,5	9100,1	27,485	24,236	5039	234,09	0,04656	116,75	84500	322,47	34,38	63,71	299,2	272,56	1863,6	1355,9	40,812	74,43	52,93	0,5591	940,2	1077	61,2	167,05	0,08287	73,09	7,506		2,3954	557,4	287,55			415	0,691	26		7525	564,8	1462,53	6,46	32,7848	32,7425
12.12.2013	98,96	80,79	134,16	1997,5	8970	27,115	24,199	5053	233	0,04618	116	84470	317,01	33,19	63,18	297,6	260,01	1855	1356	41,569	73,5	51,71	0,5545	939,7	1110	60,99	164,57	0,0806	73,65	7,362		2,355	561	290,17			412,5	0,671	25,849		7631,7	569,9	1449,74	6,45	32,7315	32,75
13.12.2013	98,94	80,12	133,38	1998,3	9066,2	27,04	24,33	5091	232,28	0,04627	115,9	85589	319,51	32,9	63,8	297	263,61	1906	1392	40,7	73,69	52,5	0,558	955	1122,1	64,1	166,38	0,0815	76,75	7,408		2,3683	568	292,72			408	0,701	26,119		7800	575	1450,2	6,46	32,7518	32,825
16.12.2013	99,85	80,14	136,5	2011,6	9138,5	27,511	24,69	5146	236,1	0,04675	116	85985	320,49	32,75	63,88	299,1	276,29	1942,2	1437,9	41,7	74,3	53,1	0,563	976,9	1127,5	64,25	167,81	0,08372	79,66	7,282		2,3683	583,7	291			413	0,721	26,1		7800	565	1472,76	6,45	32,7518	32,8625
17.12.2013	100,15	79,53	138,55	2022,3	9158	27,9	25,019	5215	236,8	0,04686	116	85800	319,64	33,198	63,59	301,5	268,28	1940	1450	43,35	73,86	53,69	0,5643	970,9	1137,5	67,41	167,92	0,0835	79,24	7,337		2,3683	581	291,58			412,5	0,71	26,1		7751,5	568	1480,58	6,52	32,8658	32,9395
18.12.2013	100,18	79,71	139,87	2018,3	9207,8	28,252	25,322	5255	241,66	0,04715	117,2	85500	319,02	34,05	63,52	304,5	279,69	2009,9	1427	44,395	73,85	54,78	0,5642	966,5	1140,4	70,3	169,05	0,08355	77,17	7,373		2,3115	598,5	291,87			413	0,71	26,15		7920	568,4	1490,86	6,51	32,8646	32,942
19.12.2013	101,78	80,06	140,45	2037,6	9085	28,291	25,415	5421	244,52	0,04778	116,99	85875	324,31	34,418	62,11	318,4	276,57	2020,1	1410,2	44,391	74,1	55,32	0,5871	976,8	1120	71,26	170,8	0,0839	78	7,388		2,3108	587,9	293,72			414	0,708	26,2		7770,6	584	1500,69	6,51	32,9404	32,91
20.12.2013	102,2	80,57	141,5	2033	8960	28,031	25,749	5371	243,58	0,04853	116,67	85300	324,2	34,63	63,09	315	261	2001,1	1390,1	44,049	73,2	54,6	0,5885	966,6	1070	70,4	175,44	0,0883	79,23	7,4		2,34	577,9	291,01			414,85	0,768	26,3		7650,8	582	1496,35	6,52	32,9527	32,9965
23.12.2013	102,45	81,05	141,64	2025,8	9148	28,279	25,975	5363	248,25	0,04891	119,49	85725	329,49	34,077	65,01	315,1	270,5	1989,9	1416,5	45,5	72,79	54,21	0,5879	991,9	1111	70,9	173,13	0,09194	81,56	7,478		2,34	611,9	298			413,41	0,806	26,198		7830	576,5	1507,85	6,52	32,9527	32,7505
24.12.2013	101,96	80,58	141,66	2014,8	9231	28,167	25,821	5376	248,01	0,04888	117,97	86151	329,06	34,382	64,39	314,9	280	1981,1	1408,4	45,8	72,56	54,7	0,587	975,2	1094	70,72	173,7	0,08989	85	7,438		2,34	601,6	293,99			410,45	0,784	26,3		7719	581	1508,19	6,48	32,9506	32,63
25.12.2013	101,62	80,33	140,77	2006,5	9182,1	28,204	25,698	5402	248,67	0,04916	119	86721	325,28	34,549	64	314,1	275,28	1991,6	1414,6	45,049	72,91	54,82	0,5856	959,6	1106	70,75	171,6	0,08982	85,05	7,419		2,3513	594,4	293,2			407,55	0,777	26,45		7860	576,8	1501,12	6,69	32,6284	32,63
26.12.2013	101,95	80,11	140,43	2016,2	9130	28,234	25,699	5364	248	0,04951	119,19	87386	327,6	34,906	63,02	315	277,22	2003,1	1410,3	44,8	73	54,17	0,5716	959,9	1119,5	69,81	171	0,09018	84,54	7,298		2,325	602,9	293,42			405,99	0,781	26,39		7800	571,4	1501,83	6,67	32,6487	32,6545
27.12.2013	100,68	79,55	139,01	2007,3	9137	28,091	25,928	5406	247,94	0,04927	120,89	85888	326,1	34,8	64,26	315	306	1985,2	1415	45,009	73,46	54,38	0,5696	968	1093,2	70,3	172,49	0,08955	82,5	7,328		2,3333	606,7	294,4			404	0,772	26,499		7666,1	581	1494,53	6,56	32,671	32,536
30.12.2013	101,17	80,21	138,75	2039,7	9240	28,364	25,9	5399	251,6	0,04966	121,7	85900	328,29	35,67	65	319,5	309,26	2000	1430,1	44,8	74,83	55,18	0,5675	950	1107,4	70,5	172	0,09016	83,7	7,396		2,3333	610,8	298			410	0,777	26,598		7560	583,8	1503,39	6,4	32,671	32,715
06.01.2014	98,91	79,5	135,47	1990,2	8956,9	27,455	25,298	5280	243,01	0,04846	116,75	83817	315,02	33,679	62,92	308	308,25	1974,5	1412,5	43,899	73,14	53,26	0,5606	936,5	1071,9	67,7	167	0,08902	83,24	7,264		2,3333	585	306,21			398,19	0,772	26,4		7360	584,9	1463,75	6,4	32,671	32,715
08.01.2014	98,19	78,05	137,33	1959,1	9154,9	27,201	25,05	5150	242	0,04791	116,03	82800	314,63	33,076	65	302,4	308,03	1989,4	1417	44,8	75,01	53,11	0,565	939	1061,3	69,37	165	0,08939	83,41	7,3		2,3333	598,6	307,76			402,42	0,776	26,35		7430,5	563	1462,67	6,4	32,671	32,715
09.01.2014	98	77,86	138,68	1979,1	8990,5	27,57	25,131	5140	241,97	0,04812	117,21	83251	312,04	32,75	65,07	307	298,16	1983	1421	45,6	73,44	54,35	0,5616	932,5	1049,8	68,44	165,52	0,0892	82,9	7,279		2,3333	592	306			405	0,777	26,11		7400	569,9	1464,95	5,64	32,671	33,15
10.01.2014	99,2	78,16	139,69	1991,6	8450,1	27,51	25,295	5215	242,43	0,04846	120	83635	313,43	33,2	65,39	305,9	294,98	2017,9	1433,8	45,6	73,22	54,9	0,5657	936,8	1079,9	68,61	167,38	0,0891	82,83	7,296		2,437	590	302			410	0,765	26,5		7696,1	579,6	1469,39	5,75	33,1547	33,2025
13.01.2014	100,25	79,35	139,08	2001,1	8258,5	27,975	25,827	5469	240,79	0,04892	124,7	83620	317,08	33,5	65,2	310,9	294,34	2005	1423,1	45,617	73,35	55,04	0,5721	931	1041	70,6	169	0,09155	87,87	7,338		2,437	602,2	299,43			410	0,775	26,293		7675	557,1	1477,28	6,23	33,1547	33,1525
14.01.2014	99,24	78,26	137,44	1980	8414	27,935	25,85	5391	242,24	0,04911	125,65	83920	314,51	32,648	64,81	311,1	293	2028,8	1427,1	44,5	73,83	54,55	0,5675	954,1	1046,6	72,05	167,65	0,09244	84,96	7,359		2,437	609,5	298,99			410,9	0,777	26,125		7600	578,3	1471,06	5,87	33,1204	33,3325
15.01.2014	100,77	79,19	137,44	1999,9	8902,9	28,15	25,974	5438	246,36	0,04905	126,74	83902	317,95	32,267	65	309,5	282,48	2100	1441,9	44	74,59	54,98	0,5715	1005	1048,7	72,5	179,35	0,09229	83,9	7,474		2,4741	615	294,99			406,9	0,778	26,236		7563,7	580	1485,77	5,62	33,2386	33,435
16.01.2014	100,65	79,02	137,36	1979,6	9025,5	27,802	25,851	5470	243,47	0,04868	121,32	83557	312,6	32	64,8	306,3	295	2143,8	1443,6	44,5	73,7	54,44	0,5672	1010	1032,1	70,36	180,7	0,0903	84,8	7,486		2,4349	597,4	290			398,35	0,765	26,495		7410	588	1480,43	5,69	33,3562	33,3925
17.01.2014	101,17	79,83	137,22	1978,4	8975,5	27,701	25,703	5528	248,77	0,0484	122,03	83731	311,28	32,03	64,26	306,1	298,1	2192,9	1450	45,5	74,47	54,8	0,5645	1012,3	1040,3	69,7	183	0,0921	84,25	7,576		2,4797	607	279,01			394,45	0,775	26,35		7440	592,1	1484,85	5,88	33,4013	33,5275
20.01.2014	101,96	81,18	139,75	1998,5	8714	27,92	25,91	5543	249,32	0,0482	123,37	83645	312,09	32,77	63,66	305,5	313,9	2155	1463,9	45,1	74,81	55,03	0,565	1040	1047	68,89	185,7	0,0917	85,46	7,616		2,4797	605	271,67			390,34	0,775	26,308		7800	605	1495,94	6,1	33,4013	33,5275
21.01.2014	102,2	81,23	145,7	2000,5	8413,2	27,972	25,939	5596	250,35	0,04837	122,88	84172	312,17	33,7	64,33	310,7	316,5	2135	1460,3	44,7	76,1	56,01	0,5644	1080,1	1064	68,8	184,7	0,09118	81,35	7,67		2,4797	605	261			378,05	0,777	25,746		7800	610,7	1503,6	6,17	33,6429	33,97
22.01.2014	102,17	81,26	145,96	2001,4	8250	27,99	25,813	5547	250,52	0,04767	122,5	84400	307,31	33,889	63,6	306,9	313,09	2100	1445	43,721	76	55,4	0,5667	1085,6	1058,7	67,91	183,24	0,0921	78,78	7,622		2,4767	600,6	257,5			357,78	0,803	25,996		8100	612	1498,73	6,3	33,8161	33,8855
23.01.2014	101,7	81,06	145,75	1978,1	8283	28,334	26	5520	248,65	0,04755	124,18	85000	307,52	35	63,61	307,3	312,5	2040	1440,8	42,101	74,15	55,77	0,5679	1085	1050	66,88	183,35	0,09242	79,79	7,531		2,52	604	263,92			357,06	0,812	25,2		7919,9	615	1493,79	6,21	33,8688	34,0765
24.01.2014	99,7	79,49	146,72	1956,9	8266,1	28,417	26,65	5505	247,91	0,04696	125	85446	305,6	35,67	62,45	302,8	339,15	2022	1440	44,75	74,37	53,98	0,56	1114	1044,8	67,67	182,65	0,09017	78,7	7,41		2,43	596,5	261,09			355,05	0,798	25		7960	619,7	1492,72	6,15	34,0334	34,415
27.01.2014	97,78	77,2	147,64	1961,9	8249,9	28,22	26,1	5459	246,66	0,04638	124,5	84850	298,75	35,75	61,76	297,2	343,93	2059,9	1478,9	39,999	74,15	52,19	0,554	1090,1	1044	65,7	177,16	0,0882	81,9	7,395		2,43	587,5	250,5			350,8	0,782	24,057		8147	614,8	1477,87	6,3	34,0334	34,56
28.01.2014	97,36	76,61	147,01	1973,3	8232,1	27,907	25,46	5341	244,4	0,04627	123	83765	299,5	36,301	62,96	297,5	341,82	2037,8	1468,5	39,95	74,16	52,73	0,553	1092,4	1044	66,24	175,21	0,08735	81,75	7,329		2,43	591,5	243,29			333,03	0,784	23,85		8000	595	1470,83	6,21	34,7093	34,66
29.01.2014	95,98	76,16	147,9	1960	8290	27,672	25,631	5332	245,09	0,04636	122,53	81480	293,02	35,3	63,3	286,6	352,4	1989,6	1445,9	40,14	73,65	52,1	0,5518	1089,8	1046	64,6	172,5	0,0861	81,38	7,26		2,3394	578,6	241,5			332	0,775	23,9		8036	613	1463,11	6,23	34,625	35,054
30.01.2014	95,8	75,5	147,32	1997,9	8116,3	27,988	25,82	5371	245,75	0,0458	123	80450	291,29	36,169	61,08	288,7	341,73	2015,6	1467	41,111	72,52	52,36	0,5501	1056,2	1038,1	64,24	170,82	0,08577	81,44	7,265		2,3225	559	239,9			335	0,762	24,198		8024,6	600	1463,6	6,33	34,5633	35,215
31.01.2014	94,7	75,09	145,16	1989	8395	26,945	25,35	5378	245	0,04544	122,5	80182	287,87	36,5	61,43	283,5	333,85	1975	1453	41,56	71,9	51,79	0,554	1070	1040,7	67	171,06	0,08398	83	7		2,3105	551	232,68			331,83	0,729	23,7		7810	592,8	1454,05	6,28	35,2448	35,3
03.02.2014	94,66	74,98	141,72	1966,8	8554,1	26,853	24,542	5320	238,96	0,04527	122,43	79447	289,03	35,7	61,18	280,1	334,61	1966	1443	42,45	71,58	51,43	0,5555	1056,3	1045,9	65	172,5	0,08263	80	6,932		2,3105	544,5	230,88			329,6	0,713	23,514		7735	590,8	1440,9	6,29	35,2448	35,1625
04.02.2014	94,07	75	141,15	1970,1	8412,5	27	24,392	5330	242,86	0,04535	121	79986	296,98	34,462	60,51	277,2	332,44	1955	1430,1	42,22	72,81	51,1	0,5569	1076,4	1065	68,5	172,65	0,0814	76,65	6,733		2,3105	534,6	228			332,01	0,704	23,797		7882,3	603,7	1441,79	6,21	35,2347	35,11
05.02.2014	95,45	75,81	141,97	1965	8540,2	27,119	24,484	5439	242,7	0,04621	120	79642	297,99	35,956	62,41	289,2	337,46	2036,9	1453,1	42,5	73,97	52,45	0,5565	1069,6	1077,5	72,43	176,2	0,083	76,12	6,89		2,335	549,9	231,7			337,9	0,713	23,648		8250	608,1	1456	5,9	35,4502	34,88
06.02.2014	96,62	76,75	143,48	1969,1	8540	27,074	24,9	5514	244,41	0,0461	121,97	79246	296	36,77	64,7	292	336,35	2051,3	1465	42,747	73,9	52,87	0,5568	1075,7	1091,3	71,55	176,01	0,08375	78,9	6,821		2,335	555	235			342,99	0,715	24,997		8347,5	605,1	1463,96	5,57	34,9592	34,8145
07.02.2014	96,53	77,7	146,42	1975,1	8455	27,299	25,198	5603	246,1	0,04603	120,35	78680	299	36,571	63,5	295,7	338,37	2079,2	1473,4	43,75	74,14	53,44	0,5647	1097,6	1096,9	76,03	178,08	0,0837	79,5	6,875		2,3131	569,8	241			337,44	0,726	24,503		8360,5	617,8	1478,22	4,92	34,7287	34,713
10.02.2014	95,47	77,27	146,89	1988,1	8280	27,344	25,393	5579	247,26	0,04555	121,76	79570	299,55	36,789	63	292,8	342,88	2160	1471	43,522	73,96	53,12	0,5594	1117,8	1104	76,49	177	0,08399	79,51	6,91		2,3131	569,1	248			339,02	0,728	24,6		8360,5	628,8	1475,9	5,6	34,7287	34,7475
11.02.2014	96,12	78,69	147,6	2015,5	8249,9	27,237	25,47	5561	248,59	0,04555	121,73	78395	302,5	37,149	63,68	290,8	351,51	2160	1460,3	43,388	74,23	53,32	0,5574	1138	1095	78,3	175,37	0,08468	80,7	6,911		2,3131	580,9	247			333,01	0,73	25,25		8300	617,8	1483,57	6,08	34,7636	34,735
12.02.2014	96,84	80,25	148,47	2028,2	8409,9	27,62	25,509	5593	248,35	0,04657	124,2	80290	303,1	36,994	62,55	293,7	367	2195	1464	43,82	73,79	53,72	0,5603	1148	1099,1	78,97	175,52	0,08375	82,02	6,919		2,3188	585,6	248,99			332	0,723	25		8273	611,3	1498,08	5,89	34,7964	34,8045
13.02.2014	95,5	78,76	145,9	2023	8435	27,2	25,35	5578	243,75	0,04562	125,02	81499	294,72	35,67	64,05	289	365	2181	1457	42,57	73,4	52,7	0,5585	1172	1080,3	79,8	171,62	0,0832	80,6	6,855		2,2786	585	241,73			327,75	0,718	24,8		8055,4	609,6	1478,77	5,58	34,7595	35,1625
14.02.2014	96,65	78,87	148,84	2039,3	8554,1	27,284	25,499	5694	247,19	0,04591	126,6	81703	296,4	36,2	65	296,8	385,99	2178,7	1468,8	43,16	72,96	53	0,5624	1180,2	1093,6	80,52	171,73	0,08202	80,28	6,87		2,2636	589	246			329,99	0,724	25,1		8025	613,2	1494,32	5,91	34,8611	35,06
17.02.2014	97,49	79,43	151,3	2049	8617,2	27,522	25,432	5760	249,9	0,0462	123,48	81300	297,34	36	65,3	301,1	401,5	2158	1472,1	43	74,2	53,7	0,5629	1179,9	1096,9	80,5	172,75	0,08207	80,75	6,898		2,2636	591,5	246,28			335	0,734	25,32		8027,1	611,7	1507,49	6,21	34,8611	35,06
18.02.2014	96,62	78,93	152,75	2040,7	8584	27,572	25,487	5814	250,13	0,04603	123,11	80262	295,5	36,16	65,3	298,8	392,89	2174	1466,1	42,199	73,33	53,16	0,5641	1173,1	1110	80,7	172,29	0,08085	80	6,95		2,2636	597	243,3			334	0,734	24,832		7963,1	596	1504,24	6,08	35,0976	35,25
19.02.2014	94,9	77,69	147,64	2029,1	8735	27,555	25,551	5835	247,94	0,04511	122,5	80350	287,39	36,54	65,27	291,9	392,05	2185	1450,5	40,721	72,68	52,12	0,5586	1161,1	1104,4	81,5	170,47	0,07858	78,1	6,812		2,2444	590,4	238,1			328,2	0,73	24,888		7968	640,6	1485,6	6	35,2386	35,74
20.02.2014	94,63	76,99	148,4	2042	8719,9	27,457	25,58	5832	246,67	0,04515	123,11	81200	282,01	36,637	64,17	293,2	379	2188	1445,7	39,03	72,92	51,6	0,5602	1170,1	1086,3	81	168,42	0,0773	77,8	6,734		2,1999	593,9	237,38			325,02	0,723	26		7857,5	607,6	1480,99	6,11	35,5857	35,8395
21.02.2014	95	77,77	149,17	2030,9	8730	27,683	25,3	5899	250	0,04532	124,85	80229	285,59	36,977	65,23	294,9	388,13	2190	1446,8	40,571	72,91	51,34	0,56	1203	1099,2	81,5	170,3	0,07618	77,88	6,728		2,2002	591,7	239,3			325	0,723	25,001		8200	613	1487,64	6,25	35,767	35,72
24.02.2014	94,69	77,45	149,23	2030,3	8743,2	27,749	25,546	5946	249,18	0,04514	125,4	79859	285,54	37,001	65,07	297,5	387,69	2150	1445,5	41,298	72,55	52,1	0,5622	1220	1081	81,3	171,21	0,07815	76,9	6,694		2,2002	580,1	238,82			320,2	0,733	25		8120,6	609,2	1489,01	6,09	35,767	35,562
25.02.2014	94,17	78,09	146,21	2010,9	8755,7	27,85	26,199	5910	248,78	0,04459	125,2	79901	281,79	36,92	65,15	295,2	384,44	2080,1	1429,3	40,32	71,5	51,33	0,564	1202,5	1083,9	82,3	171,21	0,07756	77,39	6,56		2,2002	577,4	237,88			316	0,726	25,5		7972	604	1478,64	6,34	35,5112	35,61
26.02.2014	92,29	78,03	143,49	2009	8810	28,101	27,515	5865	246,99	0,04401	125,52	80492	276,21	37,249	64,1	295,1	387,07	2050	1420	40,997	71,63	50,6	0,5632	1194	1068,8	81,95	168,64	0,07582	77,6	6,468		2,2736	571	237			316,07	0,715	25,5		8300	609,9	1469,51	6,26	35,5669	36,04
27.02.2014	90,12	76,19	140,65	2002	8732	27,579	26,927	5870	242,9	0,04245	127,49	80951	271,39	37,61	64	291,4	386,59	2015	1419,7	41	70,1	48,99	0,556	1207,6	1065	82,8	165,91	0,0709	72,71	6,187		2,23	565	236,97			305,1	0,681	25		8678	607,2	1448,7	6,26	35,7872	36,18
28.02.2014	91,16	75,44	139,2	1963	8760	27,35	26,919	5980	243,95	0,04213	127,32	81190	276,2	38,73	64	297,7	381,22	2010	1412	41,001	69,7	48,16	0,5595	1211	1053	82,4	164,3	0,07025	70,61	6,244		2,3065	567,9	238			299,01	0,663	25,199		8750	606,2	1444,71	6,32	36,0501	36,1325
03.03.2014	77,57	66,14	119,86	1817,2	7748,6	26,228	25,02	5699	230,88	0,03475	116,47	78350	239,63	35,523	56,61	271,7	340	1895	1328,5	36,399	61,95	44,08	0,5066	1087	910	78	157,12	0,0549	59	5,3		2,3065	465	201,04			242,02	0,512	22,647		7441,1	520	1288,81	7,62	36,0501	36,3795
04.03.2014	81,55	71,45	129,35	1899,7	8553,4	26,93	26,2	5936	237,9	0,03742	122,19	77250	254,06	37,435	56,75	279	343,91	1901	1344,9	37,21	65,5	46,08	0,5235	1208,8	953,1	79,01	159,47	0,05925	60,6	5,472		2,3065	498,3	214,83			255,48	0,577	23		6945,9	550	1356,54	7,72	36,3784	36,1275
05.03.2014	81,46	73,36	125,45	1920	8450	26,942	26,45	5990	236	0,0363	121,02	77900	256,5	37,1	59,11	282	344,8	1907,7	1365	37,258	62,65	45,4	0,5212	1251	962,4	79,01	158,05	0,058	62,18	5,561		2,1109	477,4	217,25			258,57	0,562	23,502		6899,9	564,6	1351,11	7,76	36,3208	35,97
06.03.2014	80,24	70,62	123,62	1890	8149	26,786	25,834	6186	235,6	0,03524	120,8	77901	259,26	36,998	57,67	282,5	357,01	1904,4	1336,9	37,088	61,45	45,1	0,5193	1224,9	978	81	161,69	0,05541	62,4	5,505		2,0082	468	215,69	343,4		252,6	0,537	24,162		6670	550,3	1337,98	7,64	36,0849	36,2835
07.03.2014	79,99	68,26	124,01	1959,5	7880	26,932	25,8	6267	236,38	0,0351	121,99	77895	252,83	36,801	57	280,6	347,72	1900,1	1350	35,5	62,01	45,33	0,5262	1203,1	981,3	80,6	166,01	0,05497	61,08	5,425		2,0149	470	211,2	349		247,88	0,536	23,9		6765	565,3	1339,36	7,49	36,1251	36,3205
11.03.2014	76,57	64,3	120,9	1938,4	7645,4	26,327	25,88	6192	229,5	0,03351	118,84	77000	246,8	37	54,75	267,6	340	1888,5	1325,5	35,3	60,3	44	0,5285	1211	959,3	83,86	163,74	0,05637	59,38	5,3		2,0149	464,4	208,33	337,5		236,38	0,542	23,3		6800	566,8	1308,7	7,86	36,1251	36,3995
12.03.2014	72,46	61,48	119,06	1888,5	7715	26,313	25,72	5909	224	0,03171	116,41	76060	237,5	36,4	53,75	254,6	330,07	1846	1320,9	33,892	56,79	42,43	0,523	1126,8	920,1	79,35	160	0,05596	58,55	5,118		2,0149	433,4	203,99	328		223,02	0,519	22,949		6600,2	559,4	1274,21	7,9	36,4015	36,5035
13.03.2014	69,84	59,25	118,7	1842	7630	25,91	25,55	5810	224,8	0,0319	117	75710	236,43	36,2	49,1	240,1	341	1863	1325	32	54,09	41,15	0,5153	1114,5	890,2	78,05	157	0,0527	52,8	4,874		2,0098	415	193,72	324,6		215,99	0,49	23		6660,7	540	1248,56	7,95	36,4865	36,4365
14.03.2014	71,75	58,54	118,6	1882	7420	25,477	23,95	5768	225,81	0,032	112,76	74100	235	33,637	48,84	228,2	346,11	1840,2	1251,4	30,55	51,18	39,46	0,5076	1112,8	896	78	156,2	0,05078	47,29	4,498		1,9769	387,8	173	311,9		208,9	0,444	22,87		6599,1	528	1237,43	7,48	36,4566	36,67
17.03.2014	76,97	62,7	120,46	1897,1	7883,7	26,45	24,55	5892	228	0,0331	115,18	73951	245,61	33,455	50,6	240,7	365	1968,7	1384,9	32,9	53,31	40,51	0,5461	1135	930	76,58	163,49	0,05463	46,62	4,719		1,9769	406,9	177,48	303		217	0,46	22,994		7350	614,1	1283,7	7,61	36,4566	36,467
18.03.2014	81,43	65,88	127,4	1914,7	8082,2	26,65	24,869	6115	232,44	0,03431	117	73500	260,71	32,894	56,62	255,8	378,87	1874	1338,2	36,058	55,5	42	0,559	1192,3	985,8	77,74	169,16	0,05912	48,6	5,01		1,9769	434	186,13	327		240,01	0,488	22,899		7400,9	617,8	1335,86	7,75	36,6505	36,3575
19.03.2014	80,83	66,09	125,55	1886	7900	26,251	24,867	6016	231,47	0,03416	114,92	72600	257,71	32,998	55,86	259	362,34	1887,2	1349,9	34,916	54,17	41,48	0,544	1179,4	962	80,5	165,55	0,06262	53,89	5,049		2,14	446	189,7	329,2		251,91	0,504	23,492		7333,3	630	1319,02	7,88	36,4487	35,896
20.03.2014	79,5	65,51	126,21	1892	7970,3	26,201	24,55	5841	231,68	0,0349	114,52	73000	259,6	33,6	56,03	253	365,01	1894,5	1389,9	35,7	54,17	41,35	0,5611	1182	946	81,75	167,49	0,06162	56,45	5,42		2,1106	455,9	190	329,01		250,3	0,495	23,1		6869,9	630	1320,5	7,95	36,207	36,1165
21.03.2014	78,47	64,78	124,71	1910	7684	26,289	24,311	5892	231,21	0,03405	114,44	72299	256,12	34,27	55,53	251,4	377,85	1870,9	1400	34,87	54,17	40,5	0,5432	1200	915,1	81,88	161,21	0,0637	55,15	5,566		2,102	449,8	192,2	329		249,03	0,47	22,9		6759,1	633	1307,34	8,02	36,1081	36,2645
24.03.2014	78,29	66,27	123,7	1869,4	7660,1	25,57	24,062	5896	228,05	0,03411	115,29	74000	260,08	34,449	56,7	244,9	366,75	1911	1385,2	34,997	54,17	41,18	0,5498	1190,5	930,6	79,51	161,3	0,06901	53,74	5,631		2,102	449,9	185,6	333		251,84	0,529	22,5		6964,9	618	1297,91	7,9	36,1081	36,061
25.03.2014	81,85	67,3	128,1	1879,5	7791	25,566	24,489	6015	232	0,03538	115,06	74803	265,01	34,208	58,07	252	346,3	1924,8	1399,6	35,941	54,17	41,7	0,5549	1202,9	967	79,86	159,3	0,07053	54,24	5,634		2,102	457,4	186,3	331		260	0,524	22,9		7098,9	610,1	1324,44	8,07	36,1663	35,7525
26.03.2014	82,56	67,68	132,5	1920	7976	25,615	25,01	5851	232,31	0,03645	115,12	75300	271,21	34,01	59,25	256	358,13	1929,8	1427,7	36	54,17	43,13	0,5604	1187,6	987,7	81,5	161,89	0,07	55,35	5,62		2,2	456,3	187,25	333		273,99	0,516	23,179		7015,8	619,5	1349,39	8,04	35,9316	35,45
27.03.2014	79,88	65,85	130,78	1909	7818,9	25,379	24,746	5875	232,6	0,03649	114,97	74199	263,5	34,464	57,55	254,7	354,65	1915	1404	35,44	54,17	42,53	0,565	1190	976,5	81,36	164,4	0,07007	53,11	5,418		2,3821	449,4	200,99	334		278,59	0,5	23,049		6873,1	590	1331,93	8,04	35,4494	35,635
28.03.2014	81,47	65,68	132,95	1906	7836,6	25,521	24,809	5816	231,4	0,03822	115	75650	272,58	34,76	58,23	261,8	360	1911	1401,6	35,455	54,17	42,77	0,568	1187,5	1004,5	81,38	166,05	0,07088	53,85	5,538		2,3803	453,1	207,59	334,01		277	0,514	23,207		6872,2	560,3	1344,12	8,04	35,581	35,718
31.03.2014	83,8	67,3	135,5	1960	8100	25,854	25,45	5865	234,53	0,0396	115,86	76299	271	36,063	57,9	266,5	366,71	1920	1435,4	35,7	54,17	44,02	0,559	1186,1	988	80,84	167,74	0,07699	55,2	5,621		2,3803	456,3	213,27	345		268	0,529	23,98		6824,5	581,1	1369,29	8,18	35,581	35,25
01.04.2014	83,88	67,62	135,89	1965,6	8300	25,98	25,75	5963	231,7	0,0394	116,24	77034	271,5	37,952	57,76	265,4	369,74	1900,1	1415	37,15	54,17	43,77	0,57	1193,8	968	81,5	164,39	0,0777	55,97	5,728		2,3803	460	222	338		275,01	0,523	22,9		6950,1	561,1	1375,73	7,97	35,6053	35,15
02.04.2014	82,67	65,65	134,9	1954	8400	26,14	25,79	6090	233	0,03895	115,99	77189	269	38	59,5	262,1	375,75	1917,6	1424,3	37,1	58	43,05	0,57	1199,1	968,8	82,45	167	0,077	55,78	5,706		2,45	456,9	225,02	348,45		287	0,513	22,799		6876,5	555,6	1373,33	7,81	35,024	35,33
03.04.2014	81,51	65,35	134,5	1954	8400	25,999	25,693	6051	230,5	0,03822	116,85	77200	268,5	38,19	59,44	255,6	358,37	1926,9	1425,1	38,1	56,85	42,8	0,5688	1170	956,8	81,01	164,89	0,07669	55,8	5,659		2,4527	457,7	224,02	352,1		291,99	0,507	22,001		6875	554,3	1366,04	7,83	35,2517	35,57
04.04.2014	82,98	66,6	137,47	1966	8430	26,147	25,755	6135	232,49	0,0389	118,25	77000	269	38,3	58,6	266,3	366,6	1970	1474,9	39,094	56,9	44,18	0,5629	1177	948,1	81,91	166,78	0,07438	56,02	5,741		2,475	458	230	355		294	0,519	22,2		6917,7	574,7	1382,41	7,8	35,5154	35,23
07.04.2014	79,95	64	133,99	1920	8270	25,994	25,146	6118	231,42	0,03774	116	77500	259,5	36,45	56,25	263,7	366,17	1903,4	1430	38,7	53,75	43,01	0,5419	1139,6	930	81,82	164,15	0,06888	53,45	5,429		2,475	449,7	222	356		272,49	0,493	22,178		7020	567	1349,79	7,8	35,5154	35,683
